Project Code,Database,Dealer,Cloud Partner,Training Provided,tenure,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn
8398-TBIYD,DFM,0,No,No,72,Yes,Appliance,North America,Yes,No,No,Yes,No,No,Fixed Price,Yes,Bank transfer (automatic),84.7,6185.15,No
0011-IGKFF,Common,1,Yes,No,13,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,98,1237.85,Yes
4192-GORJT,Common,0,Yes,No,5,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,94.45,498.1,Yes
6496-SLWHQ,Common,1,No,No,3,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105,294.45,Yes
9912-GVSEQ,DFM,1,Yes,No,26,Yes,Appliance,North America,No,Yes,Yes,No,No,Yes,T&M,Yes,Electronic check,93.85,2381.55,Yes
2931-FSOHN,Common,1,No,No,13,Yes,Cabinetry,ROAP,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,59.9,788.35,No
9418-RUKPH,DFM,0,Yes,Yes,38,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.95,756.4,No
5383-MMTWC,DFM,1,Yes,No,8,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,84,613.4,Yes
9971-ZWPBF,Common,1,Yes,Yes,34,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,108.9,3625.2,No
4712-AUQZO,Common,0,No,No,18,No,Countertop,ROAP,Yes,No,Yes,No,No,No,T&M,No,Mailed check,33.6,550.35,No
9711-FJTBX,Common,0,Yes,Yes,56,Yes,Cabinetry,North America,No,Yes,Yes,Yes,No,No,AMC,Yes,Mailed check,85.85,4793.8,No
2908-ZTPNF,DFM,0,No,No,36,No,Countertop,ROAP,No,Yes,No,Yes,No,No,T&M,Yes,Bank transfer (automatic),34.85,1267.2,No
7240-ETPTR,DFM,0,Yes,No,9,No,Countertop,ROAP,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,48.75,442.2,Yes
2202-CUYXZ,Common,0,No,No,1,Yes,Cabinetry,North America,No,No,Yes,No,Yes,No,T&M,Yes,Electronic check,84.85,84.85,Yes
5995-OIGLP,Common,0,No,No,12,Yes,Cabinetry,ROAP,Yes,No,No,Yes,No,No,T&M,No,Mailed check,56.65,654.85,Yes
8421-WZOOW,DFM,1,Yes,Yes,57,Yes,Cabinetry,North America,No,Yes,Yes,Yes,Yes,No,T&M,Yes,Credit card (automatic),95.3,5567.45,No
6261-RCVNS,DFM,0,No,No,42,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,No,Yes,AMC,No,Credit card (automatic),73.9,3160.55,Yes
7951-QKZPL,DFM,0,Yes,Yes,33,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,24.5,740.3,Yes
1414-YADCW,Common,0,Yes,No,70,Yes,Cabinetry,North America,Yes,Yes,No,Yes,No,No,Fixed Price,No,Bank transfer (automatic),84.6,5706.2,No
8756-RDDLT,DFM,0,No,No,68,No,Countertop,ROAP,No,Yes,No,Yes,No,Yes,T&M,No,Electronic check,44.95,3085.35,No
2862-PFNIK,Common,0,No,Yes,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,24.7,24.7,No
5816-QVHRX,DFM,0,No,No,37,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,T&M,No,Credit card (automatic),100.3,3541.4,No
4430-YHXGG,DFM,0,No,Yes,4,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,25.45,84.2,No
6888-SBYAI,Common,0,No,No,1,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Mailed check,50.7,50.7,No
7395-XWZOY,Common,0,No,No,20,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,No,T&M,Yes,Credit card (automatic),55,1165.55,No
7169-YWAMK,Common,0,Yes,Yes,72,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,No,Fixed Price,No,Bank transfer (automatic),68.4,4855.35,No
3640-PHQXK,DFM,0,No,No,31,Yes,Appliance,North America,No,No,Yes,No,No,Yes,T&M,Yes,Electronic check,89.9,2806.9,Yes
6877-LGWXO,Common,1,Yes,No,18,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,No,Electronic check,78.55,1422.65,Yes
6859-RKMZJ,Common,0,Yes,No,11,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,Yes,Bank transfer (automatic),55.05,608.15,No
2729-VNVAP,DFM,0,Yes,Yes,33,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.8,641.35,No
2957-JIRMN,DFM,1,No,No,62,Yes,Appliance,North America,No,No,No,No,Yes,No,AMC,No,Electronic check,84.45,4959.15,No
2049-BAFNW,DFM,0,No,No,1,No,Countertop,ROAP,No,No,Yes,Yes,No,No,T&M,No,Mailed check,35.9,35.9,No
3842-QTGDL,Common,0,Yes,No,16,Yes,Cabinetry,North America,Yes,Yes,No,No,No,No,T&M,No,Bank transfer (automatic),80.75,1321.3,No
7163-OCEQI,Common,0,Yes,Yes,22,Yes,Appliance,ROAP,No,No,Yes,Yes,Yes,Yes,AMC,Yes,Mailed check,78.65,1663.75,No
9782-LGXMC,DFM,0,Yes,Yes,49,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,No,No,T&M,No,Bank transfer (automatic),61.75,3024.15,No
5975-BAICR,Common,0,Yes,Yes,36,Yes,Cabinetry,ROAP,Yes,No,Yes,No,No,Yes,AMC,Yes,Credit card (automatic),63.7,2188.5,No
8019-ENHXU,Common,0,Yes,No,42,Yes,Appliance,North America,No,Yes,Yes,Yes,No,Yes,T&M,Yes,Electronic check,99.45,4138.05,Yes
5167-GBFRE,Common,1,No,No,4,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),25.2,102.5,Yes
9033-EOXWV,DFM,0,No,No,12,Yes,Appliance,ROAP,No,No,No,Yes,Yes,Yes,AMC,No,Mailed check,74.05,872.65,Yes
4673-KKSLS,DFM,0,No,No,31,Yes,Cabinetry,North America,Yes,No,Yes,Yes,No,No,T&M,No,Electronic check,87.6,2724.25,No
4853-OITSN,Common,0,Yes,No,5,Yes,Appliance,North America,Yes,No,No,No,No,Yes,T&M,Yes,Electronic check,89.15,413.25,No
9800-OUIGR,Common,0,Yes,Yes,66,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20,1374.2,No
1324-NLTJE,DFM,1,No,No,15,Yes,Appliance,ROAP,No,No,No,Yes,No,No,T&M,No,Credit card (automatic),55,757.1,Yes
2324-EFHVG,Common,0,No,No,64,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),104.4,6692.65,No
7094-MSZAO,Common,0,Yes,Yes,10,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),20.05,218.5,No
1522-VVDMG,Common,0,Yes,Yes,7,Yes,Cabinetry,North America,No,Yes,No,Yes,Yes,No,T&M,Yes,Electronic check,89.75,608.8,Yes
6907-CQGPN,Common,0,No,No,29,No,Countertop,ROAP,No,Yes,No,Yes,No,No,T&M,No,Electronic check,34.3,1004.75,No
0780-XNZFN,Common,0,No,No,57,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),20.65,1125.6,No
0239-OXEXL,DFM,0,No,No,46,Yes,Appliance,North America,Yes,Yes,No,No,No,No,T&M,No,Mailed check,84.25,3847.6,No
2675-IJRGJ,Common,0,No,No,53,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.65,978,No
7049-GKVZY,DFM,0,No,No,17,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,AMC,No,Credit card (automatic),79.85,1387.35,No
8577-QSOCG,DFM,0,Yes,Yes,38,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,20.2,746.05,No
3721-CNZHX,Common,0,No,No,15,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.8,304.6,No
0212-ISBBF,DFM,0,No,No,22,No,Countertop,ROAP,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,50.35,1098.85,No
9185-TQCVP,Common,0,Yes,No,14,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,85.15,1139.2,Yes
3585-YNADK,DFM,0,Yes,No,57,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,No,AMC,No,Bank transfer (automatic),74.6,4368.95,No
5271-DBYSJ,Common,1,No,No,11,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,Yes,Credit card (automatic),79.15,827.7,No
1099-GODLO,DFM,0,Yes,Yes,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.35,20.35,No
6828-HMKWP,Common,0,Yes,Yes,12,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),21.05,262.05,No
5567-WSELE,Common,1,Yes,No,3,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.6,279.55,Yes
1472-TNCWL,Common,0,No,Yes,36,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,94.7,3512.5,No
8063-RJYNF,Common,0,No,No,16,Yes,Cabinetry,North America,Yes,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.25,1483.25,Yes
0687-ZVTHB,Common,0,Yes,Yes,65,Yes,Appliance,ROAP,Yes,Yes,Yes,No,No,Yes,AMC,No,Credit card (automatic),72.45,4653.85,Yes
2080-GKCWQ,Common,0,No,No,2,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,No,Electronic check,74.95,151.75,No
9661-ACXBS,DFM,0,No,No,42,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105.2,4400.75,Yes
2193-SFWQW,Common,0,Yes,Yes,72,Yes,Cabinetry,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),111.95,8033.1,No
5656-JAMLX,Common,0,No,No,62,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.85,1253.65,No
3462-BJQQA,DFM,0,No,No,6,Yes,Appliance,North America,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,89.75,552.65,No
0442-TDYUO,Common,0,Yes,No,48,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,20.05,1036,No
6733-LRIZX,Common,0,No,No,35,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,108.95,4025.5,No
9503-XJUME,Common,0,No,Yes,52,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.65,928.4,No
4367-NHWMM,DFM,0,No,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,24.9,24.9,No
3727-RJMEO,Common,0,Yes,No,6,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,82.85,460.25,Yes
3779-OSWCF,DFM,0,Yes,No,71,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),93.2,6506.15,No
6736-DHUQI,DFM,0,Yes,Yes,67,Yes,Cabinetry,North America,Yes,Yes,Yes,No,No,No,AMC,No,Bank transfer (automatic),84.8,5598.3,No
3915-ODIYG,Common,1,No,No,60,Yes,Appliance,ROAP,Yes,Yes,No,No,No,Yes,AMC,Yes,Electronic check,71.75,4374.55,No
1360-RCYRT,Common,0,Yes,Yes,23,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,Yes,Bank transfer (automatic),30.35,678.75,No
2724-FJDYW,Common,0,No,Yes,39,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,AMC,No,Bank transfer (automatic),54.85,2191.7,No
4451-RWASJ,Common,0,Yes,Yes,15,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,19.5,239.75,No
6646-VRFOL,Common,1,Yes,No,53,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,103.85,5485.5,Yes
3460-TJBWI,Common,0,Yes,Yes,24,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,24.2,609.05,No
5917-HBSDW,DFM,0,Yes,Yes,37,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Electronic check,19.35,683.75,No
5685-IIXLY,DFM,0,Yes,Yes,5,Yes,Cabinetry,North America,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,83.6,404.2,Yes
5671-UUNXD,DFM,1,Yes,No,50,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,AMC,Yes,Electronic check,100.65,5189.75,No
0956-ACVZC,DFM,0,No,No,54,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),94.1,5060.9,No
2325-NBPZG,DFM,0,No,No,3,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,Yes,Electronic check,74.55,233.65,No
4250-ZBWLV,Common,0,No,No,68,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,No,Electronic check,108.45,7176.55,Yes
4482-FTFFX,Common,0,No,No,5,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,No,T&M,No,Electronic check,56.15,291.45,No
8859-DZTGQ,Common,0,No,No,33,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.35,689.75,No
0440-MOGPM,DFM,0,No,No,41,Yes,Appliance,ROAP,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Electronic check,80.55,3263.9,No
0020-JDNXP,DFM,0,Yes,Yes,34,No,Countertop,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,No,Mailed check,61.25,1993.2,No
3752-CQSJI,DFM,0,Yes,Yes,13,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.45,254.5,No
5025-GOOKI,DFM,0,No,No,20,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),18.9,347.65,No
4698-KVLLG,DFM,1,No,No,51,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.6,967.9,No
5095-AESKG,DFM,0,Yes,No,3,Yes,Appliance,North America,No,Yes,No,No,No,Yes,T&M,Yes,Credit card (automatic),91.5,242.95,Yes
2887-JPYLU,DFM,0,No,Yes,41,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),45.2,1841.9,No
4770-QAZXN,DFM,0,No,No,13,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Credit card (automatic),19.45,232.1,No
4896-CPRPF,Common,0,Yes,Yes,35,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),25.45,809.25,No
1871-MOWRM,Common,0,Yes,No,12,Yes,Cabinetry,North America,Yes,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),80.85,866.45,Yes
9714-EDSUC,Common,0,No,No,4,Yes,Cabinetry,North America,Yes,Yes,No,Yes,No,Yes,T&M,Yes,Mailed check,94.9,360.55,No
2027-OAQQC,DFM,0,No,No,43,No,Countertop,ROAP,No,No,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),49.05,2076.2,Yes
0282-NVSJS,DFM,1,Yes,Yes,12,No,Countertop,ROAP,No,No,No,Yes,No,No,T&M,Yes,Mailed check,29.3,355.9,No
9090-SGQXL,Common,1,Yes,No,68,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105.3,7299.65,Yes
6595-YGXIT,Common,1,No,No,25,Yes,Appliance,North America,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,88.95,2291.2,Yes
7353-YOWFP,DFM,0,No,No,7,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.25,129.15,No
9835-ZIITK,Common,1,Yes,No,66,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,110.85,7491.75,Yes
8008-ESFLK,DFM,0,Yes,No,53,Yes,Cabinetry,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Electronic check,110.5,5835.5,No
7537-CBQUZ,Common,1,No,No,63,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),109.4,7031.45,No
1555-DJEQW,DFM,0,Yes,Yes,70,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),114.2,7723.9,Yes
5649-TJHOV,Common,1,Yes,No,27,No,Countertop,ROAP,No,No,No,No,No,Yes,T&M,No,Bank transfer (automatic),36.5,1032,Yes
0519-XUZJU,DFM,0,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Mailed check,70.75,70.75,Yes
3363-EWLGO,DFM,0,No,No,5,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.95,109.6,No
4750-UKWJK,DFM,1,Yes,No,37,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.6,727.8,No
6338-AVWCY,Common,0,No,No,3,No,Countertop,ROAP,No,No,Yes,No,Yes,No,T&M,Yes,Mailed check,40.15,130.75,Yes
1689-YQBYY,DFM,0,No,Yes,12,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,76.6,893,No
4487-ZYJZK,DFM,0,Yes,Yes,38,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.6,763.1,No
2959-FENLU,DFM,0,No,No,9,Yes,Cabinetry,North America,No,No,Yes,No,No,Yes,T&M,Yes,Credit card (automatic),85.3,781.4,No
0708-LGSMF,Common,0,Yes,No,13,Yes,Appliance,ROAP,Yes,No,No,No,No,Yes,T&M,Yes,Electronic check,65.85,902.25,No
9253-QXKBE,Common,1,Yes,No,29,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.45,2653.65,Yes
7634-HLQJR,DFM,0,Yes,Yes,47,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.05,1016.7,No
0487-RPVUM,Common,0,Yes,No,61,Yes,Appliance,North America,Yes,No,Yes,Yes,Yes,No,T&M,No,Bank transfer (automatic),99.4,5943.65,No
4079-ULGFR,Common,0,No,No,16,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20,275.7,No
2516-XSJKX,DFM,0,Yes,Yes,41,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,Yes,Yes,Fixed Price,No,Electronic check,78.45,3126.45,No
0057-QBUQH,DFM,0,No,Yes,43,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Electronic check,25.1,1070.15,No
9445-SZLCH,DFM,0,Yes,Yes,36,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,T&M,Yes,Bank transfer (automatic),97.35,3457.9,Yes
6599-SFQVE,DFM,0,No,No,6,Yes,Cabinetry,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,55,340.4,No
8331-ZXFOE,DFM,0,No,No,58,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,No,AMC,Yes,Credit card (automatic),71.1,4299.2,No
4003-FUSHP,Common,0,No,No,19,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,No,T&M,Yes,Credit card (automatic),61.55,1093.2,No
0356-ERHVT,Common,0,Yes,No,11,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),45.9,521.9,No
7325-ENZFI,DFM,0,No,No,39,No,Countertop,ROAP,Yes,Yes,No,Yes,No,No,AMC,Yes,Bank transfer (automatic),40.3,1630.4,No
4884-ZTHVF,DFM,1,No,No,8,Yes,Cabinetry,North America,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,87.1,713.6,No
3920-HIHMQ,DFM,0,No,Yes,26,Yes,Appliance,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,49.5,1265.65,No
3055-OYMSE,DFM,1,No,No,53,Yes,Cabinetry,North America,No,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),73.8,4003.85,No
0613-WUXUM,DFM,0,Yes,Yes,70,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.2,1401.4,No
7568-PODML,Common,0,No,No,1,No,Countertop,ROAP,No,No,No,No,Yes,Yes,T&M,Yes,Mailed check,45.3,45.3,Yes
4458-KVRBJ,Common,0,No,No,59,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,25,1510.5,No
5349-IECLD,Common,0,No,No,2,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,No,Electronic check,94.95,178.1,Yes
1397-XKKWR,Common,0,No,No,7,No,Countertop,ROAP,Yes,No,Yes,No,No,No,AMC,No,Mailed check,35.3,264.8,No
3945-GFWQL,DFM,0,No,Yes,12,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,44.55,480.6,Yes
8097-OMULG,Common,0,Yes,Yes,59,Yes,Cabinetry,ROAP,No,Yes,Yes,Yes,Yes,Yes,AMC,No,Credit card (automatic),76.75,4541.9,No
6013-BHCAW,Common,0,Yes,Yes,61,Yes,Appliance,ROAP,No,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),81,4976.15,No
0401-WDBXM,Common,0,Yes,Yes,72,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),105.55,7542.25,No
3387-PLKUI,DFM,0,Yes,Yes,13,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,18.8,251.25,No
6096-EGVTU,DFM,0,Yes,Yes,64,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,24.9,1595.5,No
3797-VTIDR,Common,0,Yes,No,1,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,23.45,23.45,Yes
5081-NWSUP,DFM,0,No,No,10,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,Yes,AMC,No,Mailed check,64.9,685.55,No
2580-ATZSQ,DFM,0,Yes,Yes,65,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,No,AMC,No,Bank transfer (automatic),61.35,3874.1,No
8085-MSNLK,DFM,0,Yes,No,62,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Mailed check,113.95,6891.4,No
9691-HKOVS,DFM,0,Yes,No,55,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,90.15,4916.95,No
9881-VCZEP,DFM,0,Yes,No,25,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,No,Electronic check,54.1,1373,No
9526-BIHHD,Common,0,No,No,1,No,Countertop,ROAP,Yes,No,No,No,No,No,T&M,No,Mailed check,29.7,29.7,Yes
8757-TFHHJ,Common,0,No,No,1,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Credit card (automatic),49.8,49.8,No
4523-WXCEF,DFM,0,Yes,No,59,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,No,Electronic check,101.1,6039.9,Yes
1468-DEFNC,Common,1,Yes,Yes,64,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),24.4,1548.65,No
5119-KEPFY,Common,0,Yes,No,36,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),95,3440.25,No
8364-TRMMK,DFM,0,No,No,3,Yes,Appliance,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,50.65,151.3,Yes
0916-KNFAJ,Common,0,Yes,No,61,Yes,Appliance,ROAP,Yes,No,Yes,No,No,Yes,Fixed Price,Yes,Mailed check,69.9,4226.7,No
8319-QBEHW,Common,0,No,Yes,26,No,Countertop,ROAP,No,Yes,No,No,Yes,No,AMC,Yes,Bank transfer (automatic),39.95,1023.75,No
3063-QFSZL,DFM,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,55.4,55.4,Yes
8775-LHDJH,DFM,1,Yes,No,1,Yes,Appliance,North America,No,Yes,No,No,Yes,No,T&M,Yes,Electronic check,90.6,90.6,Yes
9625-QNLUX,Common,0,Yes,Yes,68,Yes,Cabinetry,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Credit card (automatic),103.25,7074.4,No
3097-NQYSN,Common,1,Yes,No,2,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Mailed check,86.85,156.35,Yes
4024-CSNBY,DFM,0,Yes,No,72,Yes,Appliance,North America,Yes,Yes,Yes,Yes,No,No,Fixed Price,Yes,Bank transfer (automatic),94.25,6849.75,No
7110-BDTWG,DFM,0,Yes,No,71,No,Countertop,ROAP,No,No,Yes,Yes,No,Yes,Fixed Price,Yes,Electronic check,47.05,3263.6,No
7493-GVFIO,Common,0,No,No,57,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.55,1252.85,No
0690-SRQID,Common,0,No,No,4,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.65,67.55,No
9605-WGJVW,DFM,1,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.2,70.2,No
9114-DPSIA,Common,0,Yes,Yes,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,No,Credit card (automatic),81,5750,No
4700-UBQMV,Common,0,Yes,Yes,21,Yes,Appliance,ROAP,Yes,No,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),75.9,1549.75,No
7711-GQBZC,DFM,0,Yes,Yes,71,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),24.7,1810.55,No
