,Database,Dealer,Cloud Partner,Training Provided,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn,tenure_group
6426,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,No,No,AMC,No,Bank transfer (automatic),50.05,2029.05,0,37 - 48
6427,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.15,802.35,0,37 - 48
6428,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,69.25,418.4,1,1 - 12
6429,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,No,AMC,Yes,Credit card (automatic),69.35,4653.25,0,61 - 72
6430,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.35,275.9,0,13 - 24
6431,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.15,343.45,0,13 - 24
6432,Common,0,Yes,No,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,No,T&M,No,Mailed check,61.0,2130.45,0,25 - 36
6433,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.5,1191.4,0,49 - 60
6434,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,Yes,Electronic check,50.5,50.5,1,1 - 12
6435,Common,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,No,Fixed Price,No,Mailed check,50.2,2554.0,0,49 - 60
6436,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,No,Bank transfer (automatic),79.6,5589.45,0,61 - 72
6437,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),24.9,467.7,0,13 - 24
6438,Common,1,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,74.4,74.4,1,1 - 12
6439,DFM,0,Yes,Yes,Yes,Cabinetry,North America,Yes,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,106.9,3756.45,0,25 - 36
6440,DFM,0,No,No,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,101.35,3334.9,0,25 - 36
6441,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,Yes,No,No,T&M,Yes,Credit card (automatic),55.35,920.5,0,13 - 24
6442,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,AMC,No,Credit card (automatic),50.55,3431.75,0,61 - 72
6443,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),19.5,150.35,0,1 - 12
6444,Common,0,No,Yes,Yes,Appliance,ROAP,No,Yes,No,Yes,Yes,Yes,AMC,Yes,Mailed check,79.45,2587.7,1,25 - 36
6445,Common,0,No,No,Yes,Appliance,North America,Yes,No,No,No,Yes,No,T&M,No,Electronic check,90.65,367.95,0,1 - 12
6446,Common,1,Yes,Yes,Yes,Appliance,North America,Yes,Yes,No,Yes,No,No,AMC,Yes,Bank transfer (automatic),89.85,5125.75,0,49 - 60
6447,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,No,Mailed check,79.0,4801.1,0,49 - 60
6448,Common,0,No,No,Yes,Appliance,North America,No,No,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,104.65,6219.6,1,49 - 60
6449,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,19.55,19.55,0,1 - 12
6450,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.9,550.1,0,25 - 36
6451,Common,1,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Electronic check,116.25,7862.25,0,61 - 72
6452,Common,0,No,No,Yes,Appliance,North America,Yes,No,No,No,Yes,No,T&M,Yes,Bank transfer (automatic),87.75,1242.2,0,13 - 24
6453,Common,1,Yes,No,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,100.05,4871.05,1,37 - 48
6454,DFM,0,No,No,Yes,Appliance,North America,Yes,No,No,No,No,No,T&M,Yes,Credit card (automatic),81.3,3190.65,0,37 - 48
6455,Common,0,Yes,No,No,Countertop,ROAP,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,44.3,2666.75,0,49 - 60
6456,DFM,0,No,Yes,Yes,Cabinetry,North America,No,No,No,No,No,No,Fixed Price,No,Credit card (automatic),70.35,3533.6,0,49 - 60
6457,Common,0,Yes,Yes,No,Countertop,ROAP,Yes,No,Yes,No,Yes,No,AMC,No,Credit card (automatic),44.45,792.15,0,13 - 24
6458,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Electronic check,49.15,295.65,0,1 - 12
6459,Common,1,Yes,No,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),29.45,1459.35,0,49 - 60
6460,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,No,Yes,Yes,Yes,T&M,No,Electronic check,100.55,4398.15,1,37 - 48
6461,Common,0,Yes,No,Yes,Cabinetry,North America,No,Yes,No,No,Yes,No,T&M,Yes,Credit card (automatic),85.3,4297.95,0,49 - 60
6462,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,T&M,No,Electronic check,95.65,167.3,1,1 - 12
6463,Common,0,Yes,No,Yes,Appliance,ROAP,Yes,No,No,Yes,No,Yes,AMC,Yes,Mailed check,69.1,4096.9,0,49 - 60
6464,Common,1,No,No,Yes,Appliance,ROAP,Yes,Yes,No,No,Yes,No,T&M,Yes,Bank transfer (automatic),70.35,3454.6,0,49 - 60
6465,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.6,1286.0,0,49 - 60
6466,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,No,Mailed check,74.15,1387.0,0,13 - 24
6467,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,No,Electronic check,75.05,786.3,0,1 - 12
6468,Common,0,Yes,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,AMC,No,Electronic check,44.6,641.25,0,13 - 24
6469,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),21.45,705.45,0,25 - 36
6470,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,No,No,No,No,AMC,Yes,Mailed check,43.45,345.5,0,1 - 12
6471,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),20.05,345.9,0,13 - 24
6472,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,No,No,Yes,No,AMC,No,Bank transfer (automatic),94.15,5811.8,0,49 - 60
6473,DFM,0,No,No,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,No,Electronic check,94.4,94.4,1,1 - 12
6474,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.55,124.45,0,1 - 12
6475,DFM,0,No,Yes,Yes,Appliance,ROAP,Yes,Yes,No,Yes,Yes,No,T&M,Yes,Mailed check,75.9,1375.6,0,13 - 24
6476,Common,0,Yes,Yes,Yes,Appliance,ROAP,Yes,Yes,No,Yes,No,No,AMC,No,Bank transfer (automatic),64.15,3491.55,0,49 - 60
6477,Common,1,Yes,No,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),109.55,7920.7,0,61 - 72
6478,DFM,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),110.8,6640.7,0,49 - 60
6479,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,Yes,Credit card (automatic),55.0,55.0,1,1 - 12
6480,DFM,0,No,Yes,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,No,T&M,No,Mailed check,53.45,718.1,0,13 - 24
6481,DFM,0,Yes,Yes,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Credit card (automatic),69.95,320.4,0,1 - 12
6482,Common,0,No,No,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,101.45,101.45,1,1 - 12
6483,Common,0,Yes,Yes,Yes,Cabinetry,North America,No,No,Yes,No,Yes,Yes,T&M,No,Electronic check,97.0,1334.45,0,13 - 24
6484,Common,0,No,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),90.6,3358.65,0,37 - 48
6485,Common,0,Yes,No,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,Yes,Mailed check,73.55,4764.0,0,61 - 72
6486,DFM,0,Yes,No,Yes,Appliance,ROAP,No,No,Yes,Yes,Yes,No,T&M,No,Bank transfer (automatic),67.95,350.3,1,1 - 12
6487,DFM,0,Yes,No,Yes,Appliance,North America,No,Yes,No,Yes,No,Yes,Fixed Price,Yes,Bank transfer (automatic),94.35,5703.0,0,61 - 72
6488,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.5,69.5,1,1 - 12
6489,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,18.85,18.85,1,1 - 12
6490,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.4,525.55,0,25 - 36
6491,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.2,69.2,1,1 - 12
6492,Common,0,Yes,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.75,483.15,0,13 - 24
6493,Common,0,Yes,No,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,AMC,No,Electronic check,54.6,934.8,0,13 - 24
6494,DFM,0,No,Yes,No,Countertop,ROAP,No,No,Yes,No,No,No,T&M,Yes,Mailed check,29.8,786.5,0,25 - 36
6495,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.65,69.65,1,1 - 12
6496,Common,1,Yes,No,Yes,Appliance,North America,Yes,No,No,No,Yes,Yes,T&M,No,Electronic check,101.85,4086.3,1,37 - 48
6497,Common,0,No,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,103.05,5364.8,0,49 - 60
6498,DFM,0,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,No,No,T&M,Yes,Electronic check,82.3,82.3,1,1 - 12
6499,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.3,20.3,0,1 - 12
6500,DFM,0,No,No,No,Countertop,ROAP,Yes,No,No,Yes,No,No,Fixed Price,No,Mailed check,35.1,770.4,0,13 - 24
6501,DFM,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),105.7,6816.95,0,61 - 72
6502,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),56.25,2419.55,0,37 - 48
6503,Common,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,AMC,No,Electronic check,60.35,4138.7,0,61 - 72
6504,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,No,Electronic check,79.25,267.6,1,1 - 12
6505,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,No,Fixed Price,Yes,Bank transfer (automatic),59.8,3457.45,0,49 - 60
6506,DFM,0,No,No,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,84.6,1115.2,1,13 - 24
6507,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,T&M,Yes,Bank transfer (automatic),93.4,5435.6,1,49 - 60
6508,DFM,0,Yes,Yes,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,94.2,4186.3,1,37 - 48
6509,Common,1,Yes,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,25.05,25.05,1,1 - 12
6510,DFM,0,Yes,Yes,Yes,Appliance,North America,Yes,No,Yes,Yes,No,Yes,Fixed Price,No,Mailed check,99.65,4630.2,0,37 - 48
6511,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,Fixed Price,Yes,Bank transfer (automatic),50.65,3221.25,0,61 - 72
6512,Common,0,No,No,Yes,Cabinetry,ROAP,No,Yes,Yes,Yes,No,No,T&M,Yes,Electronic check,60.9,688.5,0,1 - 12
6513,Common,0,Yes,Yes,Yes,Appliance,ROAP,No,No,Yes,Yes,No,No,T&M,Yes,Bank transfer (automatic),59.65,867.1,0,13 - 24
6514,Common,0,Yes,No,No,Countertop,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,64.7,4746.05,0,61 - 72
6515,DFM,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),25.1,712.85,1,25 - 36
6516,Common,0,No,Yes,Yes,Cabinetry,ROAP,No,No,Yes,No,No,No,T&M,No,Electronic check,48.95,48.95,1,1 - 12
6517,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,No,No,Yes,No,T&M,No,Electronic check,54.85,355.1,0,1 - 12
6518,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,45.3,45.3,1,1 - 12
6519,Common,0,Yes,Yes,Yes,Appliance,North America,No,Yes,No,No,No,Yes,AMC,Yes,Electronic check,91.35,5764.7,0,61 - 72
6520,Common,0,No,No,Yes,Cabinetry,North America,No,No,Yes,No,No,Yes,T&M,Yes,Electronic check,85.85,167.3,1,1 - 12
6521,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,25.1,428.45,0,13 - 24
6522,DFM,0,Yes,No,No,Countertop,ROAP,Yes,No,No,Yes,No,No,T&M,No,Bank transfer (automatic),34.0,1505.35,0,37 - 48
6523,DFM,0,No,No,No,Countertop,ROAP,Yes,Yes,Yes,Yes,No,No,AMC,No,Mailed check,45.9,693.45,0,13 - 24
6524,Common,0,No,Yes,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,No,Electronic check,95.2,930.4,1,1 - 12
6525,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.5,1177.95,0,49 - 60
6526,Common,0,No,Yes,Yes,Appliance,North America,No,No,No,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),100.6,5069.65,1,49 - 60
6527,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,Yes,Yes,No,No,No,T&M,Yes,Mailed check,55.3,324.25,1,1 - 12
6528,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.35,1458.1,0,61 - 72
6529,Common,1,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,74.85,156.4,1,1 - 12
6530,Common,1,Yes,No,No,Countertop,ROAP,Yes,No,No,Yes,No,No,AMC,No,Bank transfer (automatic),36.1,2298.9,0,61 - 72
6531,DFM,0,No,No,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,Yes,T&M,Yes,Bank transfer (automatic),65.8,1679.65,0,25 - 36
6532,DFM,1,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),20.35,369.6,0,13 - 24
6533,Common,1,Yes,No,Yes,Appliance,North America,No,Yes,No,Yes,Yes,Yes,T&M,Yes,Electronic check,105.8,2998.0,0,25 - 36
6534,DFM,1,No,No,Yes,Cabinetry,North America,Yes,Yes,No,Yes,No,Yes,AMC,Yes,Mailed check,96.75,5206.55,0,49 - 60
6535,Common,0,No,No,Yes,Cabinetry,North America,No,Yes,Yes,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),102.35,3626.1,1,25 - 36
6536,Common,0,No,No,No,Countertop,ROAP,No,No,No,No,No,No,T&M,No,Mailed check,24.4,24.4,0,1 - 12
6537,Common,0,Yes,No,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,No,Credit card (automatic),115.65,7968.85,1,61 - 72
6538,Common,0,No,No,Yes,Cabinetry,North America,No,No,Yes,Yes,No,No,T&M,Yes,Electronic check,79.85,152.45,1,1 - 12
6539,DFM,0,Yes,No,Yes,Cabinetry,ROAP,No,Yes,No,Yes,Yes,Yes,T&M,Yes,Electronic check,73.05,1959.5,0,25 - 36
6540,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,Yes,AMC,No,Electronic check,64.35,2053.05,0,25 - 36
6541,DFM,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,20.5,398.55,0,13 - 24
6542,Common,0,No,No,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,76.0,1130.85,1,13 - 24
6543,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,Yes,No,Yes,No,No,No,AMC,No,Credit card (automatic),54.75,3425.35,0,61 - 72
6544,DFM,1,No,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),104.75,4323.45,1,37 - 48
6545,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,74.65,703.55,1,1 - 12
6546,Common,0,No,No,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Electronic check,51.15,1275.7,0,13 - 24
6547,Common,1,Yes,No,No,Countertop,ROAP,Yes,Yes,Yes,No,No,No,Fixed Price,Yes,Electronic check,41.95,2965.75,0,61 - 72
6548,Common,0,Yes,Yes,Yes,Cabinetry,ROAP,No,No,Yes,Yes,No,No,T&M,No,Mailed check,54.35,1647.0,0,25 - 36
6549,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,56.25,56.25,1,1 - 12
6550,Common,0,Yes,No,Yes,Appliance,North America,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,106.1,2249.95,1,13 - 24
6551,DFM,0,Yes,No,Yes,Cabinetry,North America,No,Yes,No,No,Yes,Yes,AMC,Yes,Electronic check,96.0,6109.75,0,61 - 72
6552,DFM,1,No,No,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,Yes,Bank transfer (automatic),79.75,159.4,1,1 - 12
6553,DFM,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),61.45,3751.15,0,61 - 72
6554,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,68.65,68.65,1,1 - 12
6555,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.65,411.25,0,13 - 24
6556,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),19.0,105.5,0,1 - 12
6557,DFM,0,No,No,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,100.0,3320.6,0,25 - 36
6558,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Bank transfer (automatic),20.25,327.45,1,13 - 24
6559,DFM,0,Yes,No,Yes,Cabinetry,North America,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Electronic check,98.7,5669.5,0,49 - 60
6560,Common,0,No,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.8,465.45,0,13 - 24
6561,Common,0,No,No,Yes,Cabinetry,North America,No,No,Yes,No,No,No,T&M,Yes,Electronic check,73.8,704.3,0,1 - 12
6562,DFM,1,Yes,No,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,100.2,1369.8,1,13 - 24
6563,Common,0,Yes,Yes,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),74.9,1107.25,1,13 - 24
6564,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Credit card (automatic),20.05,95.55,0,1 - 12
6565,Common,0,Yes,No,Yes,Appliance,North America,Yes,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,106.2,6375.2,0,61 - 72
6566,Common,0,Yes,Yes,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),116.55,8152.3,0,61 - 72
6567,Common,0,No,No,Yes,Appliance,North America,Yes,No,No,No,Yes,Yes,T&M,Yes,Electronic check,99.7,1566.75,0,13 - 24
6568,Common,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.7,130.25,0,1 - 12
6569,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.5,162.15,0,1 - 12
6570,DFM,0,No,No,No,Countertop,ROAP,Yes,No,No,No,No,No,T&M,Yes,Mailed check,29.15,110.05,0,1 - 12
6571,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,No,No,No,No,AMC,No,Mailed check,55.0,1885.15,0,25 - 36
6572,Common,0,Yes,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),90.8,6302.85,0,61 - 72
6573,DFM,0,Yes,Yes,No,Countertop,ROAP,No,Yes,Yes,Yes,No,Yes,AMC,No,Bank transfer (automatic),51.0,2264.5,0,37 - 48
6574,DFM,1,No,No,Yes,Appliance,North America,No,No,Yes,No,Yes,No,T&M,Yes,Electronic check,90.1,816.8,0,1 - 12
6575,DFM,0,No,No,Yes,Appliance,ROAP,Yes,No,No,Yes,No,No,T&M,Yes,Mailed check,59.05,1253.5,0,13 - 24
6576,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.3,41.2,0,1 - 12
6577,Common,0,Yes,No,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,No,Fixed Price,No,Bank transfer (automatic),72.95,5265.55,0,61 - 72
6578,DFM,0,No,Yes,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,Yes,AMC,No,Credit card (automatic),73.55,693.3,0,1 - 12
6579,Common,0,No,No,Yes,Appliance,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),84.3,5997.1,0,61 - 72
6580,DFM,0,Yes,Yes,Yes,Cabinetry,ROAP,No,Yes,Yes,No,Yes,Yes,AMC,No,Credit card (automatic),78.0,3824.2,0,49 - 60
6581,DFM,1,No,No,Yes,Appliance,ROAP,No,Yes,No,Yes,Yes,No,AMC,No,Mailed check,72.1,3886.05,0,49 - 60
6582,DFM,0,No,No,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Credit card (automatic),106.75,7283.25,0,61 - 72
6583,DFM,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Mailed check,19.25,412.55,0,13 - 24
6584,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.55,1070.25,0,49 - 60
6585,DFM,0,Yes,Yes,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,20.0,817.95,0,37 - 48
6586,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),24.65,1171.3,0,37 - 48
6587,Common,1,No,No,Yes,Appliance,North America,Yes,Yes,No,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),103.5,6548.65,0,61 - 72
6588,DFM,0,Yes,Yes,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,23.85,625.65,0,13 - 24
6589,DFM,0,Yes,No,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),25.8,1911.5,0,61 - 72
6590,DFM,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.85,70.85,1,1 - 12
6591,Common,0,No,No,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),69.8,134.7,1,1 - 12
6592,Common,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,No,AMC,No,Credit card (automatic),59.45,1507.0,0,25 - 36
6593,Common,0,Yes,No,No,Countertop,ROAP,No,No,Yes,Yes,Yes,Yes,T&M,Yes,Bank transfer (automatic),54.55,2978.3,1,49 - 60
6594,Common,0,No,No,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Electronic check,20.05,299.3,0,13 - 24
6595,Common,0,Yes,No,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,82.55,5832.65,0,61 - 72
6596,Common,0,No,No,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,No,AMC,No,Electronic check,81.25,5567.55,0,61 - 72
6597,DFM,0,No,No,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,Yes,T&M,Yes,Credit card (automatic),70.75,450.8,1,1 - 12
6598,DFM,0,No,No,Yes,Cabinetry,ROAP,Yes,Yes,Yes,Yes,Yes,No,Fixed Price,Yes,Credit card (automatic),74.3,4166.35,0,49 - 60
6599,DFM,0,Yes,No,Yes,Appliance,North America,No,Yes,Yes,No,Yes,No,T&M,No,Electronic check,94.1,1215.6,1,13 - 24
6600,DFM,0,Yes,Yes,No,Countertop,ROAP,Yes,No,No,No,No,No,T&M,No,Credit card (automatic),29.7,91.7,1,1 - 12
